,PropertyAddress,propertyURL,beds,bathrooms,size,ber lower,CountyOrPostcode,County,PropertyType,price bin,currentAskingPrice
8578," 3 Castle Street, City Centre (Limerick),   Limerick City",https://www.myhome.ie/residential/brochure/3-castle-street-city-centre-limerick-limerick-city/4189791,2.0,1.0,10765.0,G,limerick,limerick,House,140000.0,135000.0
8579," 114 Glanntan, Golf Links Road, Castletroy, Limerick",https://www.myhome.ie/residential/brochure/114-glanntan-golf-links-road-castletroy-limerick/4210387,3.0,3.0,90.0,B3,limerick,limerick,House,220000.0,209000.0
8580," 19 Ashfield, Church Road, Raheen, Limerick",https://www.myhome.ie/residential/brochure/19-ashfield-church-road-raheen-limerick/4210386,3.0,3.0,113.0,B3,limerick,limerick,House,280000.0,275000.0
8581," 11 Fairgreen, Limerick, Limerick City, Limerick",https://www.myhome.ie/residential/brochure/11-fairgreen-limerick-limerick-city-limerick/4210366,3.406113537117904,2.0426065162907268,215.84135294117647,C2,limerick,limerick,House,120000.0,110000.0
8582," 3 Ducart House, Steamboat Quay, Dock Road, City Centre (Limerick), Limerick City",https://www.myhome.ie/residential/brochure/3-ducart-house-steamboat-quay-dock-road-city-centre-limerick-limerick-city/4209833,2.0,1.0,65.0,unk,limerick,limerick,Apartment,100000.0,95000.0
8583," 1 Siul Na Habann, Mill Road, Corbally, Limerick",https://www.myhome.ie/residential/brochure/1-siul-na-habann-mill-road-corbally-limerick/4209721,6.0,4.0,215.84135294117647,unk,limerick,limerick,House,400000.0,385000.0
8584," Dromane Lodge, Ahane, Lisnagry, Co. Limerick, V94 HR5C",https://www.myhome.ie/residential/brochure/dromane-lodge-ahane-lisnagry-co-limerick-v94-hr5c/4209487,4.0,3.0,216.0,B2,limerick,limerick,House,420000.0,415000.0
8585," 1 Ashton Grove , Corbally, Limerick",https://www.myhome.ie/residential/brochure/1-ashton-grove-corbally-limerick/4209468,3.0,2.0,114.0,unk,limerick,limerick,House,200000.0,195000.0
8586," 3 Shanrath, Old Cratloe Road, Caherdavin, Limerick",https://www.myhome.ie/residential/brochure/3-shanrath-old-cratloe-road-caherdavin-limerick/4209387,3.0,2.0,215.84135294117647,unk,limerick,limerick,House,200000.0,185000.0
8587," 91 Drominbeg, Rhebogue, Limerick",https://www.myhome.ie/residential/brochure/91-drominbeg-rhebogue-limerick/4209325,3.0,3.0,95.0,C3,limerick,limerick,House,200000.0,180000.0
8588," Villa Maria, Knockulcaire , Mountcollins, Limerick",https://www.myhome.ie/residential/brochure/villa-maria-knockulcaire-mountcollins-limerick/4208785,4.0,2.0,215.84135294117647,unk,limerick,limerick,House,180000.0,169500.0
8589," 2 Clifton Close, Ennis Road, Limerick",https://www.myhome.ie/residential/brochure/2-clifton-close-ennis-road-limerick/4182132,4.0,3.0,218.31,D2,limerick,limerick,House,520000.0,500000.0
8590," 45 Carraig Desmond, Newcastle West, Limerick",https://www.myhome.ie/residential/brochure/45-carraig-desmond-newcastle-west-limerick/4208494,3.0,1.0,215.84135294117647,unk,limerick,limerick,House,160000.0,150000.0
8591," 104 Oakfield, Fr. Russell Road, Raheen, Limerick",https://www.myhome.ie/residential/brochure/104-oakfield-fr-russell-road-raheen-limerick/4208546,4.0,3.0,140.0,unk,limerick,limerick,House,260000.0,245000.0
8592," Lisnalty, Rosbrien, Limerick",https://www.myhome.ie/residential/brochure/lisnalty-rosbrien-limerick/4208394,3.0,1.0,215.84135294117647,unk,limerick,limerick,House,240000.0,225000.0
8593," 48 Hyde Avenue, Ballinacurra Weston, Limerick City, Limerick",https://www.myhome.ie/residential/brochure/48-hyde-avenue-ballinacurra-weston-limerick-city-limerick/4208322,2.0,1.0,215.84135294117647,E1,limerick,limerick,House,60000.0,59500.0
8594," 3 Ard Aulin, Dooradoyle, Limerick City",https://www.myhome.ie/residential/brochure/3-ard-aulin-dooradoyle-limerick-city/4176260,4.0,4.0,158.0,B3,limerick,limerick,House,360000.0,345000.0
8595," 38 Clonbeg, Dooradoyle, Limerick",https://www.myhome.ie/residential/brochure/38-clonbeg-dooradoyle-limerick/4208054,3.0,2.0,89.0,D1,limerick,limerick,House,220000.0,205000.0
8596," Pust, Ballyneety Road, Caherconlish, Co Limerick, V94W8NT",https://www.myhome.ie/residential/brochure/pust-ballyneety-road-caherconlish-co-limerick-v94w8nt/4207899,5.0,4.0,292.0,B1,limerick,limerick,House,400000.0,395000.0
8597," A2A Parkview Hall, Dublin Road, Limerick City",https://www.myhome.ie/residential/brochure/a2a-parkview-hall-dublin-road-limerick-city/4207591,3.0,1.0,248.4350909090909,unk,dublin,dublin,Apartment,100000.0,98500.0
8598," 72 Landsdowne Park, Ennis Road, Limerick",https://www.myhome.ie/residential/brochure/72-landsdowne-park-ennis-road-limerick/4207578,5.0,2.0,190.0,unk,limerick,limerick,House,380000.0,360000.0
8599," 10 Inis Lua, Dooradoyle, Limerick",https://www.myhome.ie/residential/brochure/10-inis-lua-dooradoyle-limerick/4065758,5.0,2.0,168.98,D1,limerick,limerick,House,280000.0,270000.0
8600," Tullow, Newport, Co. Limerick",https://www.myhome.ie/residential/brochure/tullow-newport-co-limerick/4207507,4.0,2.0426065162907268,215.84135294117647,unk,limerick,limerick,House,380000.0,375000.0
8601," 4 Liscreagh, Murroe, Limerick",https://www.myhome.ie/residential/brochure/4-liscreagh-murroe-limerick/4207412,2.0,2.0,75.0,D1,limerick,limerick,House,140000.0,125000.0
8602," ""Hillview"", Enaghroe, Fedamore, Limerick",https://www.myhome.ie/residential/brochure/hillview-enaghroe-fedamore-limerick/4206998,5.0,4.0,354.0,C1,limerick,limerick,House,380000.0,360000.0
8603," 36 Slugaire, Dooradoyle, Limerick",https://www.myhome.ie/residential/brochure/36-slugaire-dooradoyle-limerick/4206824,3.406113537117904,2.0426065162907268,215.84135294117647,C1,limerick,limerick,House,420000.0,410000.0
8604," Woodpark, Bog Road, Castleconnell, Limerick",https://www.myhome.ie/residential/brochure/woodpark-bog-road-castleconnell-limerick/4206676,2.0,1.0,49.0,G,limerick,limerick,House,100000.0,80000.0
8605," Ardrine, Knockaderry, Newcastle West, Co. Limerick, Castlemahon, Limerick",https://www.myhome.ie/residential/brochure/ardrine-knockaderry-newcastle-west-co-limerick-castlemahon-limerick/4146519,5.0,2.0,215.84135294117647,D2,limerick,limerick,House,260000.0,250000.0
8606," 6 Saint Francis Place, Nicholas Street,  Limerick City",https://www.myhome.ie/residential/brochure/6-saint-francis-place-nicholas-street-limerick-city/4204422,1.0,1.0,60.5,G,limerick,limerick,House,100000.0,89000.0
8607," ""Hillview"", Enaghroe, Fedamore, Co. Limerick",https://www.myhome.ie/residential/brochure/hillview-enaghroe-fedamore-co-limerick/4204332,5.0,2.0426065162907268,215.84135294117647,unk,limerick,limerick,House,380000.0,360000.0
8608," Bogmount, Abbeyfeale, Limerick",https://www.myhome.ie/residential/brochure/bogmount-abbeyfeale-limerick/4204284,4.0,3.0,215.84135294117647,C3,limerick,limerick,House,260000.0,240000.0
8609," 50 Castlewell, South Circular Road, Limerick",https://www.myhome.ie/residential/brochure/50-castlewell-south-circular-road-limerick/4203177,4.0,3.0,125.0,C3,limerick,limerick,House,340000.0,325000.0
8610," Westlands, Loughanleigh, Mungret, Co. Limerick, V94N28A",https://www.myhome.ie/residential/brochure/westlands-loughanleigh-mungret-co-limerick-v94n28a/4203149,5.0,4.0,234.0,C1,limerick,limerick,House,500000.0,495000.0
8611," Conifer Lodge, Clonshire,, Adare, Limerick",https://www.myhome.ie/residential/brochure/conifer-lodge-clonshire-adare-limerick/4203134,3.0,1.0,215.84135294117647,unk,limerick,limerick,House,280000.0,275000.0
8612," No. 4 Hawthorn Drive, Newcastle West, Limerick",https://www.myhome.ie/residential/brochure/no-4-hawthorn-drive-newcastle-west-limerick/4197391,4.0,1.0,215.84135294117647,unk,limerick,limerick,House,200000.0,180000.0
8613," 52 Castlewell, South Circular Road, Limerick",https://www.myhome.ie/residential/brochure/52-castlewell-south-circular-road-limerick/4202107,4.0,3.0,125.0,C3,limerick,limerick,House,340000.0,335000.0
8614," 34 Janemount, Corbally, Limerick",https://www.myhome.ie/residential/brochure/34-janemount-corbally-limerick/4202082,3.0,2.0,102.0,unk,limerick,limerick,House,200000.0,190000.0
8615," 8 CAMBRIDGE CLOSE, COLLEGE COURT, Castletroy, Limerick",https://www.myhome.ie/residential/brochure/8-cambridge-close-college-court-castletroy-limerick/4147475,4.0,2.0,215.84135294117647,C2,limerick,limerick,House,200000.0,195000.0
8616," 5 College Park, Corbally, Limerick",https://www.myhome.ie/residential/brochure/5-college-park-corbally-limerick/4182376,3.0,1.0,113.87,F,limerick,limerick,House,200000.0,185000.0
8617," Faha Demense, Patrickswell, Limerick",https://www.myhome.ie/residential/brochure/faha-demense-patrickswell-limerick/4201835,3.0,1.0,215.84135294117647,D2,limerick,limerick,House,240000.0,225000.0
8618," ""Moyard"", North Circular Road, Limerick",https://www.myhome.ie/residential/brochure/moyard-north-circular-road-limerick/4200564,4.0,2.0,197.0,D2,limerick,limerick,House,640000.0,625000.0
8619," 51 Glantann, Golf Links Road, Castletroy, Limerick",https://www.myhome.ie/residential/brochure/51-glantann-golf-links-road-castletroy-limerick/4201111,4.0,3.0,215.84135294117647,unk,limerick,limerick,House,260000.0,259000.0
8620," 59 Knocklyon, Clonmacken, Limerick",https://www.myhome.ie/residential/brochure/59-knocklyon-clonmacken-limerick/4200532,2.0,2.0,71.0,unk,limerick,limerick,Apartment,160000.0,150000.0
8621," 1 St. Bridgets Avenue, Off New Street, Sth Circ Rd, Limerick City",https://www.myhome.ie/residential/brochure/1-st-bridgets-avenue-off-new-street-sth-circ-rd-limerick-city/4200081,2.0,1.0,215.84135294117647,unk,limerick,limerick,House,220000.0,210000.0
8622," Golf Links Road , Castletroy, Limerick",https://www.myhome.ie/residential/brochure/golf-links-road-castletroy-limerick/4200142,6.0,3.0,238.0,F,limerick,limerick,House,300000.0,297000.0
8623," 7 Richmond Court, Mount Kennett, Dock Road, City Centre (Limerick), Limerick City",https://www.myhome.ie/residential/brochure/7-richmond-court-mount-kennett-dock-road-city-centre-limerick-limerick-city/4200078,1.0,1.0,45.0,unk,limerick,limerick,Apartment,80000.0,67500.0
8624," Deerpark, Galbally, Limerick",https://www.myhome.ie/residential/brochure/deerpark-galbally-limerick/3997873,5.0,3.0,279.0,C1,limerick,limerick,House,340000.0,329000.0
8625," Ballinalacken, Ballylanders, Limerick",https://www.myhome.ie/residential/brochure/ballinalacken-ballylanders-limerick/4199949,4.0,2.0,215.84135294117647,C2,limerick,limerick,House,200000.0,189000.0
8626," Lios Na Gréine, Abbeyfeale, Limerick",https://www.myhome.ie/residential/brochure/lios-na-gr-ine-abbeyfeale-limerick/4199880,4.0,5.0,232.0,C2,limerick,limerick,House,280000.0,275000.0
8627," 3 Bellview, Kilmallock, Co Limerick, V35 YY53",https://www.myhome.ie/residential/brochure/3-bellview-kilmallock-co-limerick-v35-yy53/4197510,4.0,4.0,160.7,C2,limerick,limerick,House,180000.0,160000.0
8628," Lackendarra, Anglesboro, Limerick",https://www.myhome.ie/residential/brochure/lackendarra-anglesboro-limerick/3587517,5.0,4.0,258.0,B2,limerick,limerick,House,460000.0,450000.0
8629," ""St.Mary's"" Mayorstone Avenue, Ennis Road, Limerick",https://www.myhome.ie/residential/brochure/st-mary-s-mayorstone-avenue-ennis-road-limerick/4188057,3.0,1.0,127.25,E2,mayo,mayo,House,260000.0,250000.0
8630," 23 Milltown Manor, Monaleen, Castletroy, Limerick",https://www.myhome.ie/residential/brochure/23-milltown-manor-monaleen-castletroy-limerick/4196910,4.0,2.0,215.84135294117647,D2,limerick,limerick,House,460000.0,450000.0
8631," Kilfinane Road , Ballylanders, Limerick",https://www.myhome.ie/residential/brochure/kilfinane-road-ballylanders-limerick/4197018,3.0,1.0,215.84135294117647,unk,limerick,limerick,House,100000.0,95000.0
8632," Ballyvoughan, Ardagh, Limerick",https://www.myhome.ie/residential/brochure/ballyvoughan-ardagh-limerick/4187692,3.406113537117904,2.0426065162907268,215.84135294117647,unk,limerick,limerick,House,900000.0,890000.0
8633," Ballygrennan, Bruff, Co. Limerick",https://www.myhome.ie/residential/brochure/ballygrennan-bruff-co-limerick/4196998,4.0,2.0426065162907268,215.84135294117647,unk,limerick,limerick,House,300000.0,280000.0
8634," Erinagh, 9 Glenview Terrace, Farranshone,   Limerick City",https://www.myhome.ie/residential/brochure/erinagh-9-glenview-terrace-farranshone-limerick-city/4196976,3.0,1.0,102.0,G,limerick,limerick,House,200000.0,195000.0
8635," 32A Thomond Student Village, Old Cratloe Road, Caherdavin, Limerick",https://www.myhome.ie/residential/brochure/32a-thomond-student-village-old-cratloe-road-caherdavin-limerick/4194391,3.0,3.0,64.5,D2,limerick,limerick,Apartment,60000.0,40000.0
8636," 4 Wolfe Tone Street, Limerick City, Limerick",https://www.myhome.ie/residential/brochure/4-wolfe-tone-street-limerick-city-limerick/4196866,3.0,1.0,98.0,unk,limerick,limerick,House,180000.0,175000.0
8637," 60 Tara Crea, Kilteragh, Dooradoyle, Limerick City",https://www.myhome.ie/residential/brochure/60-tara-crea-kilteragh-dooradoyle-limerick-city/4189854,3.0,2.0,113.0,C2,limerick,limerick,House,200000.0,195000.0
8638," 3 Millbrook, Ballyclough, Limerick",https://www.myhome.ie/residential/brochure/3-millbrook-ballyclough-limerick/4195892,4.0,2.0,160.0,unk,limerick,limerick,House,360000.0,340000.0
8639," 19 Rhebogue Avenue, Irish Estates, Corbally, Limerick",https://www.myhome.ie/residential/brochure/19-rhebogue-avenue-irish-estates-corbally-limerick/4195884,4.0,3.0,205.0,unk,limerick,limerick,House,360000.0,340000.0
8640," 160 Georgian Village, Old Cork Road, Limerick",https://www.myhome.ie/residential/brochure/160-georgian-village-old-cork-road-limerick/4195496,4.0,1.0,120.0,C2,limerick,limerick,House,220000.0,209000.0
8641," 104 Newtown House, Henry Street, City Centre (Limerick), Limerick City",https://www.myhome.ie/residential/brochure/104-newtown-house-henry-street-city-centre-limerick-limerick-city/4195422,2.0,2.0,70.0,E1,limerick,limerick,Apartment,140000.0,130000.0
8642," 23 Shannonville, Ennis Road, Limerick",https://www.myhome.ie/residential/brochure/23-shannonville-ennis-road-limerick/4195401,3.0,1.0,96.0,F,limerick,limerick,House,240000.0,235000.0
8643," 1 Chapel Court, Cathedral Place, Limerick City, Limerick",https://www.myhome.ie/residential/brochure/1-chapel-court-cathedral-place-limerick-city-limerick/4195367,2.0,1.0,58.0,D1,limerick,limerick,Apartment,120000.0,110000.0
8644," 15 Dooradoyle Park, Dooradoyle, Limerick",https://www.myhome.ie/residential/brochure/15-dooradoyle-park-dooradoyle-limerick/4195355,2.0,2.0,62.5,C3,limerick,limerick,Apartment,160000.0,149000.0
8645," Mooreabbey, Galbally, Co. Limerick",https://www.myhome.ie/residential/brochure/mooreabbey-galbally-co-limerick/4193156,3.0,2.0,100.9,D1,limerick,limerick,House,200000.0,185000.0
8646," The Elms, Main Street, Ballingarry, Limerick",https://www.myhome.ie/residential/brochure/the-elms-main-street-ballingarry-limerick/3860937,3.0,3.0,215.84135294117647,C2,limerick,limerick,House,280000.0,279000.0
8647," 19 Rhebogue Avenue, Irish Estates, Corbally, Limerick",https://www.myhome.ie/residential/brochure/19-rhebogue-avenue-irish-estates-corbally-limerick/4193074,5.0,3.0,205.0,unk,limerick,limerick,House,360000.0,340000.0
8648," Parochial House, Dohora, Banogue, Croom, Limerick",https://www.myhome.ie/residential/brochure/parochial-house-dohora-banogue-croom-limerick/4192780,3.0,2.0,215.84135294117647,G,limerick,limerick,House,180000.0,175000.0
8649," 41 Abbeylock, Corbally, Limerick",https://www.myhome.ie/residential/brochure/41-abbeylock-corbally-limerick/4192596,3.0,2.0,215.84135294117647,C2,limerick,limerick,House,180000.0,169000.0
8650," Ardykeohane, Bruff, Limerick",https://www.myhome.ie/residential/brochure/ardykeohane-bruff-limerick/4192591,4.0,3.0,215.84135294117647,unk,limerick,limerick,House,280000.0,265000.0
8651," 23 Shannonville, Ennis Road, Co. Limerick",https://www.myhome.ie/residential/brochure/23-shannonville-ennis-road-co-limerick/4191396,3.0,2.0426065162907268,215.84135294117647,unk,limerick,limerick,House,240000.0,235000.0
8652," Bloomfield By Clancy Homes, Annacotty, Co Limerick",https://www.myhome.ie/residential/brochure/bloomfield-by-clancy-homes-annacotty-co-limerick/4191308,3.0,2.0426065162907268,215.84135294117647,A3,limerick,limerick,House,280000.0,269000.0
8653," 51 Lansdowne Hall, Limerick City, Limerick",https://www.myhome.ie/residential/brochure/51-lansdowne-hall-limerick-city-limerick/4191283,3.0,2.0,115.5,D2,limerick,limerick,Apartment,240000.0,235000.0
8654," 22 Steamboat Quay, Limerick City, Limerick",https://www.myhome.ie/residential/brochure/22-steamboat-quay-limerick-city-limerick/4191262,2.0,1.0,56.1,E1,limerick,limerick,Apartment,80000.0,75000.0
8655," 7 Bellevue Gardens, North Circular Road, Limerick City",https://www.myhome.ie/residential/brochure/7-bellevue-gardens-north-circular-road-limerick-city/4191239,4.0,2.0,153.0,D1,limerick,limerick,House,440000.0,420000.0
8656," Apt. 304 Richmond Court, Mount Kennett, City Centre (Limerick), Limerick City",https://www.myhome.ie/residential/brochure/apt-304-richmond-court-mount-kennett-city-centre-limerick-limerick-city/4191207,2.0,1.0,66.0,C1,limerick,limerick,Apartment,80000.0,75000.0
8657," Kyle Road, Cappamore, Limerick",https://www.myhome.ie/residential/brochure/kyle-road-cappamore-limerick/4190683,4.0,3.0,215.84135294117647,C3,limerick,limerick,House,240000.0,225000.0
8658," 10 Abbotts Close, Askeaton, Limerick",https://www.myhome.ie/residential/brochure/10-abbotts-close-askeaton-limerick/4190443,2.0,1.0,215.84135294117647,C3,limerick,limerick,House,60000.0,55000.0
8659," 213 Woodhaven, Castletroy, Limerick",https://www.myhome.ie/residential/brochure/213-woodhaven-castletroy-limerick/4189898,4.0,2.0,215.84135294117647,C3,limerick,limerick,House,240000.0,235000.0
8660," Glencar, Corbally Road, , Corbally, Limerick",https://www.myhome.ie/residential/brochure/glencar-corbally-road-corbally-limerick/4189896,3.0,2.0,159.12,E2,limerick,limerick,House,320000.0,310000.0
8661," 8 The Parc, North Circular Road, Limerick City",https://www.myhome.ie/residential/brochure/8-the-parc-north-circular-road-limerick-city/4189733,1.0,1.0,215.84135294117647,unk,limerick,limerick,Apartment,100000.0,95000.0
8662," Main Street , Glin, Limerick",https://www.myhome.ie/residential/brochure/main-street-glin-limerick/4189665,2.0,1.0,49.0,unk,limerick,limerick,House,40000.0,30000.0
8663," 177 Glanntan, Golf Links Road, Castletroy, Limerick",https://www.myhome.ie/residential/brochure/177-glanntan-golf-links-road-castletroy-limerick/4189513,4.0,3.0,115.0,C1,limerick,limerick,House,280000.0,269000.0
8664," 81 glanntan, Golf Links Road, Castletroy, Limerick",https://www.myhome.ie/residential/brochure/81-glanntan-golf-links-road-castletroy-limerick/4189366,3.0,2.0,82.0,B3,limerick,limerick,Apartment,180000.0,165000.0
8665," Ballyneale, Ballingarry, Co. Limerick",https://www.myhome.ie/residential/brochure/ballyneale-ballingarry-co-limerick/4188897,4.0,2.0426065162907268,215.84135294117647,unk,limerick,limerick,House,160000.0,145000.0
8666," 9 Cois Sruthain, Croom, Limerick",https://www.myhome.ie/residential/brochure/9-cois-sruthain-croom-limerick/4187788,4.0,4.0,132.0,C1,limerick,limerick,House,180000.0,175000.0
8667," 21 New Cross Roads, Thomondgate, Limerick",https://www.myhome.ie/residential/brochure/21-new-cross-roads-thomondgate-limerick/4188802,3.0,2.0,103.0,unk,limerick,limerick,House,100000.0,89950.0
